sale.amount	sale.date	occupancy	style	built	bedrooms	bsmt	ac	attic	area.base	area.add	area.bsmt	area.garage1	area.garage2	area.living	area.lot	lon	lat	assessed
248000	7/9/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1924	4	Full	Yes	None	728	215	550	0	768	1686	8345	-91.549255	41.652618	214030
269900	7/10/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	2005	4	Full	Yes	None	767	0	600	812	0	2022	8784	-91.493765	41.646348	261600
241000	7/11/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1923	3	Full	Yes	None	660	198	0	0	0	1716	5750	-91.487805	41.656818	214480
170000	7/12/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1976	4	Full	Yes	None	1228	0	850	400	0	1228	8330	-91.509503	41.632469	169000
98000	7/13/2007	113 (Condominium)	2 Story Frame	1978	2	None	Yes	None	612	0	0	0	0	1224	4040	-91.525934	41.657349	95660
147500	7/13/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1974	3	Full	Yes	None	866	0	750	434	0	866	8280	-91.566402	41.649116	133380
160000	7/14/2007	113 (Condominium)	2 Story Condo	2003	2	Full	Yes	None	819	0	250	0	0	1638	5398	-91.582798	41.648573	155330
131500	7/16/2007	113 (Condominium)	2 Story Frame	2002	2	Full	Yes	None	684	0	232	0	0	1368	5368	-91.492944	41.658385	138620
427000	7/16/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2005	4	Full	Yes	None	2245	0	1022	760	0	2245	12080	-91.490248	41.644297	449580
138500	7/17/2007	113 (Condominium)	2 Story Brick	1965	2	Full	Yes	None	504	18	150	0	0	1026	2958	-91.514272	41.629221	121220
200000	7/17/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1910	5	Full	Yes	Floor & Stairs	672	0	200	0	0	1344	6000	-91.49056	41.662716	176040
337000	7/19/2007	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1924	3	Full	Yes	None	884	306	0	0	528	2265	12240	-91.557088	41.644858	260380
145000	7/20/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1966	3	Full	Yes	None	1040	0	500	240	0	1040	8400	-91.551444	41.671291	131930
86000	7/21/2007	113 (Condominium)	1 Story Condo	2004	2	None	Yes	None	906	0	0	0	220	906	2563	-91.54589	41.676129	84480
118500	7/23/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1979	3	None	Yes	None	1040	0	0	364	0	1040	9750	-91.490974	41.647663	100200
196900	7/23/2007	113 (Condominium)	1 Story Condo	2006	3	Full	Yes	None	1099	0	760	440	0	1099	5974	-91.49412	41.658434	186090
135000	7/24/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1955	2	Full	Yes	None	864	0	200	240	0	864	8375	-91.565427	41.646279	108020
195900	7/24/2007	101 (Single-Family / Owner Occupied)	Split Level Frame	2006	3	Full	Yes	None	616	440	0	426	0	1956	6000	-91.483398	41.658654	199730
140000	7/25/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1948	2	Full	Yes	None	796	0	330	440	0	796	6250	-91.515718	41.62843	134810
190000	7/26/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1958	3	Full	Yes	None	1240	0	400	322	0	1240	9250	-91.470122	41.66178	177840
138000	7/27/2007	116 (Zero Lot Line)	Split Foyer Frame	1996	3	Full	Yes	None	899	0	500	0	0	899	6897	-91.478412	41.65718	123750
240000	7/27/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1918	4	Full	No	1/2 Finished	624	50	0	0	0	1516	2000	-91.525378	41.663393	190050
120000	7/30/2007	113 (Condominium)	2 Story Condo	2003	3	None	Yes	None	825	10	0	400	0	1760	4705	-91.578408	41.649436	143640
214400	7/30/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1923	3	Full	Yes	None	672	192	350	0	480	1536	6250	-91.585996	41.647214	197160
127500	7/31/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1955	3	Full	Yes	None	936	0	300	0	0	936	5965	-91.46903	41.662544	113110
147000	7/31/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1988	3	Full	Yes	None	984	0	375	0	0	984	7800	-91.471067	41.660733	123860
129900	8/1/2007	113 (Condominium)	1 Story Brick	1999	2	None	Yes	None	1386	0	0	0	0	1386	5515	-91.517518	41.65241	127540
154900	8/1/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1953	2	Full	Yes	None	1104	0	500	0	0	1104	7260	-91.490487	41.643439	133610
70000	8/2/2007	113 (Condominium)	1 Story Frame	1982	2	None	No	None	767	0	0	0	0	767	1749	-91.486949	41.666582	73790
99500	8/3/2007	113 (Condominium)	1 Story Frame	1996	2	None	Yes	None	853	0	0	0	0	853	2750	-91.515096	41.683175	94210
365000	8/5/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	2003	4	Full	Yes	None	777	472	875	840	0	2626	15072	-91.531251	41.670048	480230
182000	8/7/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1950	5	Full	No	3/4 Finished	846	0	540	288	0	1227	5700	-91.509789	41.666419	176620
218000	8/8/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1957	2	Full	Yes	None	1286	0	500	484	0	1286	11650	-91.57793	41.648319	206390
80300	8/10/2007	113 (Condominium)	1 Story Brick	2005	2	None	Yes	None	851	0	0	0	0	851	2986	-91.51734	41.66306	84560
136000	8/13/2007	113 (Condominium)	2 Story Frame	1996	2	Full	Yes	None	684	6	150	0	0	1374	5515	-91.510105	41.660821	139680
163500	8/14/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1993	3	Full	Yes	None	992	0	450	0	0	992	5760	-91.488006	41.643763	150470
183500	8/15/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1875	3	Full	No	None	416	320	0	0	240	1152	6000	-91.511393	41.66112	174920
147500	8/16/2007	116 (Zero Lot Line)	2 Story Frame	2006	3	None	Yes	None	608	0	0	456	0	1710	5625	-91.493079	41.652682	149680
175000	8/17/2007	101 (Single-Family / Owner Occupied)	Split Level Frame	1968	3	Full	Yes	None	1344	0	900	528	0	1344	15500	-91.526534	41.657825	173540
500000	8/17/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1920	4	Full	Yes	1/2 Finished	1115	168	0	0	480	3094	11730	-91.516879	41.62813	401570
217000	8/20/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1990	4	Full	Yes	None	1630	0	1150	588	0	1630	14300	-91.529684	41.664789	222800
136650	8/21/2007	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1169	0	0	0	0	1169	3222	-91.516118	41.685571	127950
109000	8/23/2007	113 (Condominium)	1 Story Frame	2001	2	None	Yes	None	933	0	0	0	264	933	3170	-91.492181	41.652639	96720
187500	8/24/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1976	4	Full	Yes	None	1256	192	650	0	0	1448	10205	-91.484173	41.645067	171450
117000	8/27/2007	113 (Condominium)	2 Story Frame	1980	2	Full	Yes	None	512	0	100	0	0	1024	6367	-91.469598	41.662436	112320
168000	8/28/2007	113 (Condominium)	1 Story Frame	1990	3	None	Yes	None	1576	0	0	480	0	1576	11813	-91.519631	41.65568	163400
117500	8/29/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1971	4	Full	Yes	None	888	0	540	288	0	888	6900	-91.509639	41.659031	108500
172000	8/30/2007	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1940	4	Full	Yes	None	960	36	350	0	480	1668	7860	-91.5136	41.656051	166190
141000	8/31/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1930	2	Full	No	None	600	800	20	0	0	1400	6000	-91.464682	41.648189	133860
497000	8/31/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2005	4	Full	Yes	None	2134	0	1553	700	0	2134	11648	-91.513176	41.681329	471590
795000	9/12/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1988	4	None	Yes	None	1556	1192	0	684	0	4988	34412	-91.468994	41.661668	778000
239000	9/14/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1964	4	Full	Yes	None	1415	256	1100	540	0	1671	11200	-91.602903	41.648568	205980
220875	9/19/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1940	3	Full	Yes	None	800	24	0	220	0	1844	6400	-91.484003	41.646698	185870
215000	9/21/2007	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1990	4	Full	Yes	None	960	160	675	472	0	1949	11070	-91.518309	41.683176	239410
190000	9/24/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1981	3	Full	Yes	None	1274	240	550	576	0	1514	16375	-91.517744	41.656585	195830
140000	9/26/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1985	3	Full	Yes	None	892	0	450	200	0	892	7200	-91.484129	41.642008	118510
208900	9/28/2007	116 (Zero Lot Line)	2 Story Frame	1994	3	Full	Yes	None	738	252	725	484	0	1860	7326	-91.510361	41.66579	200720
79000	10/2/2007	113 (Condominium)	1 Story Frame	1984	2	None	No	None	767	0	0	0	0	767	1749	-91.500078	41.671308	74540
157900	10/5/2007	113 (Condominium)	2 Story Condo	2005	2	Full	Yes	None	684	7	266	0	0	1375	6570	-91.605747	41.647089	155450
77000	10/14/2007	113 (Condominium)	1 Story Condo	2004	2	None	Yes	None	892	0	0	0	440	892	5974	-91.590622	41.646092	100260
115000	10/18/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1959	3	Full	Yes	None	995	247	700	286	0	1242	8400	-91.585649	41.65472	160900
86000	10/25/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1953	2	None	No	None	616	0	0	0	294	616	6750	-91.526534	41.657825	81390
445000	10/26/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1900	5	Full	Yes	Floor & Stairs	1188	180	0	0	400	2556	24180	-91.50738	41.650483	347350
239000	10/29/2007	101 (Single-Family / Owner Occupied)	Split Level Frame	2005	3	Full	Yes	None	1232	0	850	620	0	1232	9675	-91.566524	41.643048	217900
181000	10/31/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1924	3	Full	Yes	None	686	24	0	0	360	1396	3000	-91.510658	41.667219	180500
115000	11/2/2007	113 (Condominium)	1 Story Frame	1994	3	None	Yes	None	1292	0	0	0	0	1292	4756	-91.596728	41.647938	119370
144500	11/7/2007	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1988	3	Full	Yes	None	823	0	500	485	0	823	7800	-91.526534	41.657825	134400
82500	11/12/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	1880	3	Full	No	None	622	128	0	0	0	1372	6800	-91.545667	41.66867	145990
144000	11/15/2007	113 (Condominium)	1 Story Frame	1984	3	None	Yes	None	1356	0	0	420	0	1356	8109	-91.591606	41.655814	136180
157000	11/20/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1990	4	Full	Yes	None	1058	0	575	0	0	1058	9600	-91.551419	41.668939	146860
156000	11/24/2007	116 (Zero Lot Line)	1 Story Frame	1989	3	Full	Yes	None	1044	0	550	396	0	1044	6188	-91.593552	41.648764	139910
165000	11/30/2007	113 (Condominium)	1 Story Frame	1986	3	Full	Yes	None	1256	0	850	440	0	1256	6222	-91.543782	41.67157	172810
319900	11/30/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2003	4	Full	Yes	None	1712	0	1300	736	0	1712	13892	-91.586722	41.655402	293220
315000	12/4/2007	101 (Single-Family / Owner Occupied)	2 Story Frame	2002	4	Full	Yes	None	1012	16	750	576	0	2163	11200	-91.597833	41.649054	302910
335000	12/8/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	2001	5	Full	Yes	None	2127	130	1625	484	0	2257	11642	-91.508053	41.668078	356130
134000	12/12/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1969	4	Full	Yes	None	976	0	500	288	0	976	8970	-91.473844	41.6553	124440
170000	12/13/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1984	4	Full	Yes	None	1308	0	1000	400	0	1308	7800	-91.531697	41.670389	178580
125000	12/17/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1958	3	None	Yes	None	950	0	0	0	280	950	6600	-91.49331	41.673089	93050
179400	12/21/2007	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1890	3	Full	Yes	None	824	370	0	0	388	1771	15120	-91.532657	41.658723	207230
300000	12/28/2007	101 (Single-Family / Owner Occupied)	1 Story Frame	1913	3	Full	Yes	None	1433	0	0	0	400	1433	46590	-91.532657	41.658723	233950
152500	1/3/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1977	3	Full	Yes	None	1092	0	525	364	0	1092	9495	-91.513543	41.639332	148870
165000	1/8/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1900	3	Full	Yes	3/4 Finished	1044	0	300	0	280	1514	6270	-91.518781	41.648717	155490
215000	1/9/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1993	5	Full	Yes	None	1721	0	1025	504	0	1721	11502	-91.525998	41.636648	218950
232000	1/14/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	2000	4	Full	Yes	None	972	16	725	528	0	2167	14400	-91.51488	41.685358	254020
99900	1/15/2008	113 (Condominium)	1 Story Condo	2006	2	None	Yes	None	901	0	0	0	231	901	4423	-91.463069	41.6592	96670
200000	1/17/2008	113 (Condominium)	1 Story Brick	2004	2	None	Yes	None	1477	0	0	0	440	1477	3298	-91.501772	41.670445	188130
131000	1/24/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1971	4	Full	Yes	None	888	0	600	364	0	888	6840	-91.502031	41.631462	115320
250500	1/29/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1998	4	Full	Yes	None	1484	0	650	498	0	1484	16835	-91.602947	41.648297	227240
145000	2/5/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1920	3	Full	No	1/2 Finished	576	196	0	0	324	974	3200	-91.532914	41.664952	139150
145000	2/7/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1927	3	Full	Yes	3/4 Finished	572	0	0	160	0	829	6250	-91.514249	41.654742	117910
210000	2/15/2008	101 (Single-Family / Owner Occupied)	2 Story Brick	1936	7	Full	No	None	726	349	400	0	0	1801	5060	-91.524132	41.657198	198420
195000	2/21/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1975	4	Full	Yes	None	832	264	350	484	0	1928	11900	-91.485603	41.659986	195460
381000	2/26/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	2002	4	Full	Yes	None	1079	84	800	0	576	2242	4792	-91.554462	41.677021	371250
240000	2/27/2008	116 (Zero Lot Line)	1 Story Frame	2007	3	Full	Yes	None	1511	0	1000	438	0	1511	5850	-91.526534	41.657825	229910
129900	2/29/2008	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1169	0	0	0	0	1169	3222	-91.501865	41.667146	127950
167900	2/29/2008	113 (Condominium)	2 Story Condo	2005	3	Full	Yes	None	819	0	244	0	0	1638	4423	-91.469109	41.65753	162570
205000	3/3/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1970	4	Full	Yes	None	1262	0	1000	529	0	1262	9600	-91.490534	41.648466	183560
212000	3/14/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1920	3	Full	Yes	None	624	0	0	480	0	1248	9280	-91.543134	41.669659	220120
110000	3/14/2008	113 (Condominium)	1 Story Condo	2003	2	None	Yes	None	852	0	0	0	264	852	3000	-91.480533	41.659821	96010
285000	3/17/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	2000	4	Full	Yes	None	1675	0	900	506	0	1675	13175	-91.464819	41.653481	273840
139900	3/21/2008	113 (Condominium)	2 Story Frame	1995	2	Full	Yes	None	691	0	175	0	0	1382	4980	-91.565571	41.64054	137520
180000	3/26/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1984	2	Crawl	Yes	None	1395	0	0	440	0	1395	8591	-91.490883	41.643688	157910
132000	3/27/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1900	2	Full	No	None	650	220	0	0	240	1520	6000	-91.504514	41.6508	136620
90000	3/28/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1951	2	Full	No	None	880	0	800	0	264	880	8400	-91.518498	41.651846	118050
138000	3/31/2008	116 (Zero Lot Line)	2 Story Frame	2006	3	None	Yes	None	632	0	0	418	0	1682	5625	-91.526534	41.657825	148830
188000	4/1/2008	101 (Single-Family / Owner Occupied)	Split Level Frame	2000	3	Full	Yes	None	516	432	346	368	0	1668	8330	-91.514759	41.629735	180780
205000	4/11/2008	113 (Condominium)	1 Story Frame	2001	5	Full	Yes	None	1296	0	1170	418	0	1296	5087	-91.545384	41.680562	200720
160000	4/14/2008	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1900	5	Full	Yes	None	1240	0	1000	0	484	2108	6250	-91.520193	41.643305	165830
129600	4/18/2008	113 (Condominium)	2 Story Brick	1965	2	Full	Yes	None	504	18	150	0	0	1026	2958	-91.551786	41.651816	120220
155000	4/20/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1949	2	Full	Yes	None	818	0	196	0	308	818	7360	-91.51294	41.657806	127570
140000	4/25/2008	113 (Condominium)	2 Story Frame	1978	2	Full	Yes	1/2 Finished	640	0	150	0	0	1504	8859	-91.486896	41.649633	142290
145000	4/28/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1978	4	Full	Yes	None	988	0	600	336	0	988	8030	-91.515234	41.636262	135800
99000	4/29/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1961	3	None	Yes	None	864	0	0	288	0	864	8125	-91.504214	41.636272	89550
185000	4/29/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1994	3	Full	Yes	None	1286	0	475	0	0	1286	7956	-91.527167	41.636155	165480
127000	5/1/2008	113 (Condominium)	2 Story Frame	1992	2	Full	Yes	None	576	72	150	0	0	1224	3628	-91.526534	41.657825	128320
165000	5/1/2008	101 (Single-Family / Owner Occupied)	Split Level Frame	1961	4	1/2	Yes	None	1308	0	450	684	0	1308	9855	-91.492978	41.651052	171120
139000	5/3/2008	113 (Condominium)	Split Foyer Frame	1998	3	Full	Yes	None	963	0	475	0	0	963	4631	-91.497325	41.651382	142980
162000	5/6/2008	113 (Condominium)	2 Story Condo	2003	2	Full	Yes	None	819	0	250	0	0	1638	5398	-91.470017	41.657403	154520
243000	5/8/2008	113 (Condominium)	1 Story Frame	2006	3	None	Yes	None	1526	0	0	0	0	1526	9840	-91.553417	41.678776	239260
182500	5/9/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1992	3	Full	Yes	None	1200	0	750	0	0	1200	5400	-91.578543	41.64659	171260
185000	5/12/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1998	5	Full	Yes	None	1096	0	800	480	0	1096	9104	-91.49453	41.656721	188020
152500	5/14/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1981	4	Full	Yes	None	1040	0	500	312	0	1040	7380	-91.48513	41.663349	136530
132000	5/15/2008	116 (Zero Lot Line)	Split Foyer Frame	1990	2	Full	Yes	None	870	0	400	0	0	870	4587	-91.578399	41.654596	119310
125000	5/16/2008	113 (Condominium)	1 Story Frame	1994	2	None	Yes	None	1272	0	0	0	0	1272	4756	-91.526534	41.657825	124230
207000	5/16/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1961	4	Full	Yes	None	1514	0	650	0	0	1514	10530	-91.54845	41.673431	180490
82000	5/20/2008	113 (Condominium)	1 Story Frame	1982	2	None	Yes	None	924	0	0	0	0	924	2840	-91.578158	41.652185	72020
163000	5/20/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1999	3	Full	Yes	None	710	10	0	400	0	1630	2781	-91.581965	41.648855	157080
148500	5/21/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1958	4	Full	Yes	None	960	0	400	0	308	960	9520	-91.500023	41.656116	117900
129900	5/22/2008	113 (Condominium)	1 Story Brick	1999	2	None	Yes	None	1386	0	0	0	0	1386	5515	-91.577692	41.644246	127540
129900	5/23/2008	113 (Condominium)	2 Story Frame	1995	2	Full	Yes	None	691	0	175	0	0	1382	4980	-91.526534	41.657825	137520
97000	5/24/2008	113 (Condominium)	2 Story Frame	1977	2	None	Yes	None	612	0	0	0	0	1224	4040	-91.576985	41.656459	97550
98500	5/28/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1963	3	Full	Yes	None	960	0	650	600	0	960	8450	-91.510338	41.644885	124420
270000	5/28/2008	113 (Condominium)	2 Story Condo	2004	3	Full	Yes	None	976	209	0	440	0	2161	8787	-91.540204	41.68043	312160
140000	5/29/2008	116 (Zero Lot Line)	Split Foyer Frame	1989	3	Full	Yes	None	893	0	550	0	0	893	5625	-91.571532	41.640827	113660
98000	5/30/2008	113 (Condominium)	1 Story Frame	2001	2	None	Yes	None	878	0	0	0	528	878	3718	-91.471344	41.658395	91840
146500	5/30/2008	113 (Condominium)	2 Story Frame	2002	2	Full	Yes	None	720	0	280	0	0	1440	3000	-91.480508	41.659641	137690
169000	5/30/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1976	4	Full	Yes	None	996	0	550	0	0	996	9300	-91.559358	41.650324	141880
123100	5/31/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1920	2	Full	Yes	None	552	324	0	0	216	876	6250	-91.514298	41.655846	120230
93000	6/2/2008	113 (Condominium)	2 Story Frame	1977	2	None	Yes	None	504	0	0	0	0	1008	4040	-91.57684	41.65639	88160
164900	6/2/2008	116 (Zero Lot Line)	1 Story Frame	2006	2	None	Yes	None	1208	0	0	440	0	1208	3128	-91.487677	41.640924	164470
137500	6/3/2008	113 (Condominium)	Split Foyer Frame	1997	3	Full	Yes	None	956	0	500	0	0	956	4500	-91.495745	41.652069	134160
152000	6/4/2008	113 (Condominium)	Split Foyer Frame	2002	3	Full	Yes	None	605	0	528	437	0	1030	5063	-91.496979	41.651693	159710
124900	6/5/2008	113 (Condominium)	1 Story Frame	1994	2	None	Yes	None	1252	0	0	0	0	1252	4756	-91.526534	41.657825	122930
84500	6/6/2008	113 (Condominium)	1 Story Condo	2003	2	None	Yes	None	906	0	0	0	220	906	2563	-91.490802	41.630544	85440
140000	6/6/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1949	3	Full	Yes	1/2 Finished	768	0	0	0	0	1037	6000	-91.508831	41.658555	128780
213000	6/6/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	2003	3	Full	Yes	None	1096	0	800	440	0	1096	8625	-91.477888	41.658893	199690
142000	6/8/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1977	3	Full	Yes	None	982	0	425	0	0	982	9287	-91.515877	41.636601	138840
210500	6/9/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1900	3	Full	Yes	None	700	380	400	560	0	1780	10634	-91.523602	41.646941	196040
145000	6/10/2008	113 (Condominium)	1 Story Frame	1985	2	None	Yes	None	947	0	0	0	0	947	625	-91.551521	41.663925	118850
143000	6/11/2008	101 (Single-Family / Owner Occupied)	1 1/2 Story Frame	1900	3	Full	Yes	None	448	416	0	0	528	1178	6000	-91.521911	41.665831	144530
355000	6/11/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1999	5	Full	Yes	None	2304	0	1700	572	0	2304	14944	-91.465271	41.653744	344470
134347	6/12/2008	113 (Condominium)	1 Story Condo	2005	2	None	Yes	None	1106	0	0	231	0	1106	3918	-91.548319	41.680103	142010
208000	6/13/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1900	3	Full	Yes	Floor & Stairs	760	0	0	0	228	1520	12800	-91.517197	41.658536	198450
184500	6/15/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1976	5	Full	Yes	None	1232	0	950	560	0	1232	10500	-91.487258	41.658891	190940
177250	6/16/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1967	4	Full	Yes	None	1112	0	600	520	0	1112	9600	-91.488404	41.659152	154120
146000	6/17/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1955	2	Full	Yes	None	864	0	400	240	0	864	10750	-91.514749	41.656492	140210
102000	6/19/2008	113 (Condominium)	1 Story Frame	1997	2	None	Yes	None	873	0	0	0	220	873	5515	-91.576857	41.64339	93670
119000	6/20/2008	113 (Condominium)	1 Story Condo	2001	2	None	Yes	None	1150	0	0	0	528	1150	3427	-91.471003	41.658088	115430
195000	6/20/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1964	4	None	Yes	None	884	398	100	572	0	2166	10350	-91.50903	41.665328	229710
75060	6/23/2008	113 (Condominium)	1 Story Brick	2004	2	None	Yes	None	960	0	0	0	0	960	3909	-91.482311	41.658488	80700
83500	6/24/2008	116 (Zero Lot Line)	1 Story Frame	1993	2	None	Yes	None	840	0	0	264	0	840	5850	-91.499842	41.631729	88180
339000	6/24/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	2007	3	Full	Yes	None	995	91	0	702	0	2543	11841	-91.604721	41.647905	331160
153000	6/25/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1958	3	Full	Yes	None	1296	0	0	308	0	1296	12000	-91.503116	41.648612	158170
84000	6/26/2008	113 (Condominium)	1 Story Condo	2004	2	None	Yes	None	906	0	0	0	220	906	2563	-91.490883	41.631044	83430
183000	6/26/2008	113 (Condominium)	2 Story Frame	2000	3	Full	Yes	None	376	376	600	400	0	1413	5515	-91.576963	41.645714	185630
235000	6/26/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1983	3	Full	Yes	1/2 Finished	1488	0	450	576	0	2009	11921	-91.569692	41.644415	219510
123500	6/27/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1920	2	Full	Yes	3/4 Finished	652	216	0	0	0	1161	7500	-91.525794	41.671105	123380
152900	6/27/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1958	3	Full	No	None	1064	0	500	240	0	1064	8000	-91.513864	41.662005	150110
191000	6/27/2008	113 (Condominium)	1 Story Frame	2000	3	Full	Yes	None	1194	0	1000	414	0	1194	5515	-91.578574	41.645895	181820
97500	6/28/2008	113 (Condominium)	1 Story Frame	1996	2	None	Yes	None	863	0	0	0	220	863	5515	-91.575447	41.643509	92560
76000	6/30/2008	113 (Condominium)	1 Story Frame	1983	2	None	No	None	767	0	0	0	0	767	1749	-91.552398	41.650041	73790
123000	6/30/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1900	3	Full	Yes	None	540	516	0	192	0	1056	8697	-91.524814	41.672852	102700
205000	6/30/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	2002	3	Full	Yes	None	822	0	700	418	0	1240	10650	-91.469055	41.662552	205200
85000	7/1/2008	113 (Condominium)	1 Story Condo	1916	1	None	No	None	524	0	0	0	0	524	632	-91.521006	41.658539	65590
132000	7/1/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1928	1	Full	Yes	None	592	0	0	0	468	592	4800	-91.524131	41.657297	109490
173500	7/1/2008	101 (Single-Family / Owner Occupied)	Split Foyer Frame	1999	3	Full	Yes	None	1128	0	650	0	0	1128	7680	-91.580535	41.648015	176440
372500	7/1/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1975	3	1/2	Yes	None	1157	144	0	0	322	2538	10048	-91.550904	41.66959	353980
101900	7/3/2008	113 (Condominium)	1 Story Condo	2006	3	None	Yes	None	892	0	0	0	231	892	4423	-91.463069	41.6592	96670
270000	7/3/2008	101 (Single-Family / Owner Occupied)	2 Story Frame	1988	4	Full	Yes	None	918	318	800	484	0	2154	10560	-91.5045	41.664525	293040
158000	7/7/2008	101 (Single-Family / Owner Occupied)	1 Story Frame	1929	3	Full	Yes	Floor & Stairs	886	0	0	0	0	886	6250	-91.511644	41.652134	121560
